id;title;start_date;end_date;is_published;retailer;category
354;Partecipa al grande concorso;2023-10-31;2023-11-02;1;Scopri il concorso;Eventi speciali
355;Il gusto del risparmio!;2023-10-10;2023-11-02;1;Ipercarni;Iper e super
356;Il gusto del risparmio!;2023-10-10;2023-11-02;1;Ipercarni;Iper e super
357;Il gusto del risparmio!;2023-10-10;2023-11-02;1;Ipercarni;Iper e super
358;Partecipa al grande concorso;2023-10-31;2023-11-02;1;Scopri il concorso;Eventi speciali
359;Offerte Pim;2023-10-10;2023-11-02;1;Pim;Iper e super
360;Offerte Iperfamily;2023-12-10;2023-11-02;1;IperFamily;Iper e super
361;Offerte Agorà;2023-12-10;2023-11-02;1;Agorà;Iper e super
362;Il gusto del risparmio;2023-12-10;2023-11-02;1;Iper Triscount;Iper e super
363;Il gusto del risparmio;2023-12-10;2023-11-02;1;Iper Triscount;Iper e super
364;Partecipa al grande concorso;2023-10-31;2023-11-02;1;Scopri il concorso;Eventi speciali
365;Partecipa al grande concorso;2023-10-31;2023-11-02;1;Scopri il concorso;Eventi speciali
366;I salumi con il sorriso;2023-12-06;2023-11-02;1;Centro Carne;Iper e super
367;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
368;Sconti 30% 40% 50%;2023-10-16;2023-11-02;1;Sigma;Iper e super
369;Sottocosto;2023-10-15;2023-11-03;1;D'Italy;Discount
370;Sottocosto;2023-10-15;2023-11-03;1;Ecu;Discount
371;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
372;Offerte Maxipiù;2023-10-13;2023-11-30;1;Maxipiù;Iper e super
373;Prezzi tagliati;2023-10-13;2023-11-02;1;Sigma;Iper e super
374;Sconti 30% 40% 50%;2023-10-16;2023-11-02;1;Sigma;Iper e super
375;Sconti 30% 40% 50%;2023-10-16;2023-11-02;1;Sigma;Iper e super
376;Il grandi del risparmio;2023-12-10;2023-11-02;1;Pewex;Iper e super
377;Offerte matte;2023-12-10;2023-11-02;1;Sacoph;Iper e super
378;Offerte matte;2023-12-10;2023-11-02;1;Sacoph;Iper e super
379;Una primavera piena di qualit;2023-12-10;2023-11-02;1;Top Supermercati;Iper e super
380;Una primavera piena di qualit;2023-12-10;2023-11-02;1;Top Supermercati;Iper e super
381;Sconti 30% 40% 50%;2023-10-16;2023-11-02;1;Superday;Iper e super
382;Sconti 30% 40% 50%;2023-10-16;2023-11-02;1;Superday;Iper e super
383;e-Bike e-Bonus;2023-10-17;2023-11-04;1;Sportler;Sport e Moda
384;Sconti fino al 50%;2023-10-13;2023-11-03;1;Futura;Iper e super
385;Sconti fino al 50%;2023-10-13;2023-11-03;1;Futura;Iper e super
386;Sconti fino al 50%;2023-10-13;2023-11-03;1;Futura;Iper e super
387;Maggio: le offerte fioriscono!;2023-10-31;2023-11-02;1;Ehiweb;Telefonia e Pay TV
388;Eolo quando vuoi;2023-12-08;2023-11-02;1;Eolo;Telefonia e Pay TV
389;Eolo easy;2023-10-03;2023-11-02;1;Eolo;Telefonia e Pay TV
390;Eolo professional expert;2023-12-08;2023-11-02;1;Eolo;Telefonia e Pay TV
391;Eolo professional plus;2023-10-03;2023-11-02;1;Eolo;Telefonia e Pay TV
392;Eolo quando vuoi;2023-12-08;2023-11-02;1;Eolo;Telefonia e Pay TV
393;Eolo professional smart;2023-12-08;2023-11-02;1;Eolo;Telefonia e Pay TV
394;Eolo super;2023-12-08;2023-11-02;1;Eolo;Telefonia e Pay TV
395;Offerte CuoreBio;2023-10-29;2023-11-02;1;CuoreBio;Iper e super
396;Offerte Marketpiù;2023-10-12;2023-11-30;1;Marketpiù;Iper e super
397;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-30;1;Crai;Iper e super
398;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-30;1;Crai;Iper e super
399;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-30;1;Crai;Iper e super
400;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-30;1;Crai;Iper e super
401;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-02;1;Crai;Iper e super
402;B come bio;2023-12-03;2023-11-01;1;Biobottega;Iper e super
403;Offerte IperSigma;2023-10-16;2023-11-03;1;Sigma;Iper e super
404;Abbinata vincente;2023-10-23;2023-11-03;1;Euronics;Elettronica
405;Dal 3 al 15 maggio;2023-10-15;2023-11-03;1;L'Economy;Iper e super
406;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
407;Offerte Maxi Coal;2023-10-16;2023-11-03;1;Coal;Iper e super
408;Offerte Sigma;2023-10-16;2023-11-03;1;Sigma;Iper e super
409;Offerte Supermercato Coal;2023-10-16;2023-11-03;1;Coal;Iper e super
410;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
411;Offerte Superstore Coal;2023-10-16;2023-11-03;1;Coal;Iper e super
412;Smart facile a tasso zero;2023-10-23;2023-11-03;1;Euronics;Elettronica
413;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
414;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
415;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
416;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
417;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
418;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
419;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
420;Sconti fino al 50% Ama;2023-10-16;2023-11-03;1;Crai;Iper e super
421;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
422;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
423;Sotto costo;2023-10-15;2023-11-03;1;Italmark;Iper e super
424;Sotto costo 46° anniversario;2023-10-16;2023-11-03;1;Il Gigante;Iper e super
425;Cosi comodo la spesa fatta in casa;2023-10-20;2023-11-03;1;Il Gigante;Iper e super
426;Prezzi bassi;2023-12-09;2023-11-03;1;Cadoro;Iper e super
427;Offerte;2023-10-16;2023-11-03;1;Doc;Iper e super
428;Offerte;2023-10-16;2023-11-03;1;Doc;Iper e super
429;Offerte;2023-10-16;2023-11-03;1;Doc;Iper e super
430;Tante offerte a 0,50€ 1€;2023-10-16;2023-11-03;1;Simply Market;Iper e super
431;Sconti fino al 50% sulle grandi marche;2023-10-13;2023-11-03;1;Pellicano;Iper e super
432;Tante offerte a 0,50€ 1€;2023-10-16;2023-11-03;1;IperSimply;Iper e super
433;1+1;2023-10-13;2023-11-02;1;Dimeglio;Iper e super
434;1+1;2023-10-13;2023-11-02;1;Dimeglio;Iper e super
435;1+1 gratis;2023-10-15;2023-11-03;1;Mio Mercato;Iper e super
436;Gli specialisti delle offerte;2023-10-16;2023-11-03;1;Moderna Cash;Iper e super
437;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
438;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
439;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
440;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
441;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
442;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
443;Offerte;2023-12-05;2023-11-03;1;+ Medical Parafarmacia;Salute e Benessere
444;Milano Food Week dal 13/10 al 03/11;2023-10-13;2023-11-03;1;Milano Food Week;Eventi speciali
445;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
446;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
447;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
448;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
449;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
450;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
451;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
452;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
453;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
454;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
455;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
456;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
457;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
458;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
459;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
460;Un risparmio imbattibile;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
461;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
462;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
463;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
464;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
465;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
466;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
467;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
468;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
469;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
470;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
471;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
472;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
473;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
474;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
475;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
476;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
477;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
478;Sottocosto;2023-10-13;2023-11-03;1;Carrefour Market;Iper e super
479;Sconti fino al 50%;2023-10-13;2023-11-03;1;Crai;Iper e super
480;Maggio, sconti all'arrembaggio!;2023-10-20;2023-11-03;1;Brico ok;Bricolage
481;Sconti fino al 50%;2023-10-13;2023-11-03;1;Crai;Iper e super
482;Sottocosto;2023-10-16;2023-11-03;1;Coop;Iper e super
483;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
484;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
485;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
486;Sconti fino al 50%;2023-10-13;2023-11-03;1;Crai;Iper e super
487;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
488;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
489;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
490;Ti ricopre d'oro;2023-10-13;2023-11-03;1;Crai;Iper e super
491;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
492;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
493;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
494;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
495;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
496;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
497;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
498;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
499;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
500;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
501;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
502;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
503;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
504;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
505;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
506;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
507;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
508;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
509;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
510;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
511;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
512;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
513;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
514;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
515;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
516;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
517;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
518;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
519;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
520;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
521;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
522;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
523;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
524;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
525;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
526;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
527;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
528;Conviene;2023-10-16;2023-11-03;1;Coop;Iper e super
529;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
530;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
531;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
532;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
533;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
534;Tutto a..;2023-10-16;2023-11-03;1;Coop;Iper e super
535;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
536;Conviene;2023-10-15;2023-11-03;1;Coop;Iper e super
537;Conviene;2023-10-15;2023-11-03;1;Coop;Iper e super
538;Offerte Supermac;2023-10-16;2023-11-03;1;Supermac;Iper e super
539;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
540;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
541;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
542;Offerte;2023-10-16;2023-11-03;1;Spak;Iper e super
543;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
544;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
545;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
546;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
547;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
548;Sconti fino al 50%;2023-10-16;2023-11-03;1;Iperpan;Iper e super
549;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
550;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
551;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
552;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
553;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
554;La forza del risparmio;2023-12-10;2023-11-03;1;MA Supermercati;Iper e super
555;Sconti fino al 50%;2023-10-16;2023-11-03;1;Superpan;Iper e super
556;Offerte;2023-10-13;2023-11-30;1;Zona;Iper e super
557;Offerte;2023-10-13;2023-11-30;1;Zona;Iper e super
558;Offerte;2023-10-13;2023-11-30;1;Zona;Iper e super
559;Una spesa incredibilmente conveniente;2023-10-16;2023-11-03;1;Premium Supermercati;Iper e super
560;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
561;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
562;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
563;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
564;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
565;Grandi marche al 50%;2023-10-16;2023-11-03;1;Esselunga;Iper e super
566;Convenienza e benessere;2023-10-16;2023-11-03;1;Extra Supermercati;Iper e super
567;Sottoprezzi;2023-10-13;2023-11-07;1;Lidl;Discount
568;Speciale Sardegna;2023-10-16;2023-11-03;1;Despar;Iper e super
569;Speciale Sardegna;2023-10-16;2023-11-03;1;Eurospar;Iper e super
570;Mangia bene vivi meglio!;2023-10-13;2023-11-03;1;Prezzemolo & Vitale;Iper e super
571;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
572;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
573;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
574;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
575;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
576;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
577;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
578;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
579;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
580;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
581;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
582;100% rimborso sul 2 pezzo;2023-10-15;2023-11-03;1;Carrefour Express;Iper e super
583;Sconti fino al 50%;2023-10-15;2023-11-03;1;Madis;Iper e super
584;Sconti fino al 50%;2023-10-15;2023-11-03;1;Madis;Iper e super
585;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
586;Offerte Crai Extra;2023-10-16;2023-11-03;1;Crai;Iper e super
587;Sconti fino al 50%;2023-10-16;2023-11-03;1;Emi;Iper e super
588;Sconti fino al 50%;2023-10-16;2023-11-03;1;Emi;Iper e super
589;Sconti fino al 50%;2023-10-16;2023-11-03;1;Emi;Iper e super
590;Sconti fino al 50%;2023-10-16;2023-11-03;1;Emi;Iper e super
591;Sconti fino al 50%;2023-10-16;2023-11-03;1;Emi;Iper e super
592;Offerte Crai Extra;2023-10-16;2023-11-03;1;Crai;Iper e super
593;Maxi convenienza;2023-10-16;2023-11-03;1;Hardis;Discount
594;Offerte Crai Extra;2023-10-16;2023-11-03;1;Crai;Iper e super
595;Sconti fino al 50% sulle grandi marche;2023-10-15;2023-11-03;1;Crai;Iper e super
596;Prezzi bassi;2023-10-16;2023-11-03;1;Alì e Alìper;Iper e super
597;Grandi sconti;2023-10-16;2023-11-03;1;Crai;Iper e super
598;Grandi sconti;2023-10-16;2023-11-03;1;Crai;Iper e super
599;Grandi sconti;2023-10-16;2023-11-03;1;Crai;Iper e super
600;Grabdi sconti;2023-10-16;2023-11-03;1;Crai;Iper e super
601;Grandi sconti;2023-10-16;2023-11-03;1;Crai;Iper e super
602;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
603;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
604;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
605;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
606;Offerte Crai Simpatia;2023-10-16;2023-11-03;1;Crai;Iper e super
607;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
608;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
609;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
610;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
611;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
612;Festa della convenienza;2023-10-16;2023-11-03;1;Crai;Iper e super
613;Taglia la spesa!;2023-10-16;2023-11-03;1;Sisa;Iper e super
614;Da Crai atterra la convenienza;2023-10-16;2023-11-03;1;Crai;Iper e super
615;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
616;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
617;Taglia la spesa!;2023-10-16;2023-11-03;1;Sisa;Iper e super
618;Taglia la spesa!;2023-10-16;2023-11-03;1;Sisa;Iper e super
619;Offerte Crai Extra;2023-10-16;2023-11-03;1;Crai;Iper e super
620;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
621;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;IperBon Crai;Iper e super
622;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;IperBon Crai;Iper e super
623;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
624;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
625;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
626;Da Trony prendi 3 paghi 2;2023-10-23;2023-11-03;1;Trony;Elettronica
627;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
628;Sotto costo;2023-10-23;2023-11-03;1;Euronics;Elettronica
629;Il risparmio che frutta;2023-10-13;2023-11-02;1;Fortè Hard Discount;Discount
630;Sconti fino al 50% sulle grandi marche;2023-10-16;2023-11-03;1;Crai;Iper e super
631;Il vero risparmio;2023-10-16;2023-11-03;1;Centro Commerciale Discount;Discount
632;Offerte;2023-10-30;2023-11-03;1;Picard;Iper e super
633;Il tuo scudo multi-azione;2023-10-23;2023-11-03;1;Yves Rocher;Salute e Benessere
634;Sotto costo sui freschissimi!;2023-10-16;2023-11-03;1;Despar;Iper e super
635;Sotto costo sui freschissimi!;2023-10-16;2023-11-03;1;Eurospar;Iper e super
636;Sotto costo sui freschissimi!;2023-10-16;2023-11-03;1;Interspar;Iper e super
637;Offerte da 3 al 16 maggio;2023-10-16;2023-11-03;1;Super Risparmioso;Iper e super
638;Tutto a 1€, 2€, 3€;2023-10-16;2023-11-03;1;Gran Mercato;Iper e super
639;Speciale inaugurazione piscine / piante / casa;2023-10-20;2023-11-04;1;Il Faidate Guercio;Bricolage
640;La convenienza è di casa!;2023-10-23;2023-11-03;1;Grancasa;Arredamento
641;Maggio;2023-12-03;2023-11-07;1;Mondadori;Elettronica
642;Dura la vita da mamma!;2023-10-27;2023-11-03;1;Caddy's;Cura casa e corpo
643;1+1;2023-10-13;2023-11-30;1;Dimeglio;Iper e super
644;Voglia di primavera;2023-10-28;2023-11-03;1;Basko;Iper e super
645;Diamoci un taglio!;2023-10-31;2023-11-03;1;TuttoGiardino;Bricolage
646;Speciale benessere;2023-10-14;2023-11-03;1;Basko;Iper e super
647;Diamoci un taglio!;2023-10-31;2023-11-03;1;TuttoGiardino;Bricolage
648;Sottocosto;2023-10-14;2023-11-03;1;Basko;Iper e super
649;Diamoci un taglio!;2023-10-31;2023-11-03;1;TuttoGiardino;Bricolage
650;Offerte;2023-10-14;2023-11-30;1;Sidis;Iper e super
651;Il colore del risparmio;2023-10-20;2023-11-03;1;Azzurro Convenienza;Cura casa e corpo
652;Il tuo Simply Market diventa Auchan supermercato;2023-12-10;2023-11-02;1;Auchan;Iper e super
653;Sottocosto;2023-12-09;2023-11-26;1;Carrefour Market;Iper e super
654;1+1;2023-10-12;2023-11-03;1;Punto Simply;Iper e super
655;Grandi marche fino al 50%;2023-10-16;2023-11-03;1;Carrefour Ipermercati;Iper e super
656;Grandi marche fino al 50%;2023-10-16;2023-11-03;1;Carrefour Market;Iper e super
657;Offerte;2023-10-16;2023-11-03;1;IperSimply;Iper e super
658;Offerte;2023-10-16;2023-11-03;1;IperSimply;Iper e super
659;Offerte;2023-10-16;2023-11-03;1;IperSimply;Iper e super
660;Offerte;2023-10-16;2023-11-03;1;IperSimply;Iper e super
661;Sotto costo;2023-10-23;2023-11-10;1;Ipercoop;Iper e super
662;Happy sconti a tasso zero!;2023-10-17;2023-11-04;1;Unieuro;Elettronica
663;Sconti a tasso zero;2023-10-23;2023-11-03;1;Euronics;Elettronica
664;Cara mamma, ti voglio bene!;2023-10-27;2023-11-03;1;Caddy's Maxistore;Cura casa e corpo
665;New collection fall winter;2023-12-20;2023-11-03;1;Foster;Sport e Moda
666;Cara mamma, ti voglio bene!;2023-10-27;2023-11-03;1;Caddy's Maxistore;Cura casa e corpo
667;Cara mamma, ti voglio bene!;2023-10-27;2023-11-03;1;Determarket;Cura casa e corpo
668;Hobby & casa;2023-12-02;2023-11-03;1;Hobby & Legno;Bricolage
669;Arredo & design;2023-12-02;2023-11-03;1;Hobby & Legno;Bricolage
670;Profumo di sconti;2023-10-18;2023-11-03;1;Cipi Cash&Carry;Iper e super
671;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
672;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
673;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
674;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
675;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
676;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
677;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
678;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
679;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
680;Obiettivo convenienza;2023-10-16;2023-11-03;1;Coop;Iper e super
681;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
682;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
683;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
684;Offerte;2023-10-16;2023-11-03;1;Coop;Iper e super
685;Voglia di freschezza!;2023-10-16;2023-11-03;1;Palmarket;Iper e super
686;1+1;2023-10-16;2023-11-03;1;Elite;Iper e super
687;Rinnovo reparto cucine;2023-10-31;2023-11-03;1;Mercatone Germanvox;Arredamento
688;Offerte;2023-10-16;2023-11-03;1;Maxì;Iper e super
689;Offerte;2023-10-16;2023-11-03;1;Maxì;Iper e super
690;Offerte;2023-10-16;2023-11-03;1;Maxì;Iper e super
691;Sorridi, è sottocosto.;2023-10-16;2023-11-03;1;Sigma;Iper e super
